WorkOrderID,Timestamp,ProductID,ProcessStep,MachineID,InputWeight_kg,GoodWeight_kg,ScrapWeight_kg,DurationHrs,EnergyConsumed_kWh,LossRateAssumed
WO-2024-M10-00052,2024-01-03,P-M10-BN-002,抽線,抽線-M1,582.37,573.63,8.74,5.4,55.42,0.015
WO-2024-M10-00052,2024-01-03,P-M10-BN-002,成型,成型-M1,573.63,556.42,17.21,2.4,83.13,0.03
WO-2024-M10-00052,2024-01-03,P-M10-BN-002,檢測與包裝,檢測-M1,556.42,553.64,2.78,0.8,36.95,0.005
WO-2024-CS-00053,2024-01-03,P-CS-BS-003,盤元進料/酸洗,盤元-M4,5473.8,5446.43,27.37,3.2,86.63,0.005
WO-2024-CS-00053,2024-01-03,P-CS-BS-003,抽線,抽線-M1,5446.43,5364.73,81.7,11.9,519.77,0.015
WO-2024-CS-00053,2024-01-03,P-CS-BS-003,成型,成型-M4,5364.73,5203.79,160.94,42.9,779.66,0.03
WO-2024-CS-00053,2024-01-03,P-CS-BS-003,檢測與包裝,檢測-M3,5203.79,5177.77,26.02,14,346.52,0.005
WO-2024-CS-00054,2024-01-03,P-CS-BS-003,盤元進料/酸洗,盤元-M2,13637.1,13568.91,68.19,7.3,215.82,0.005
WO-2024-CS-00054,2024-01-03,P-CS-BS-003,抽線,抽線-M4,13568.91,13365.38,203.53,25.9,1294.93,0.015
WO-2024-CS-00054,2024-01-03,P-CS-BS-003,成型,成型-M1,13365.38,12964.42,400.96,95.1,1942.4,0.03
WO-2024-CS-00054,2024-01-03,P-CS-BS-003,檢測與包裝,檢測-M5,12964.42,12899.6,64.82,25.5,863.29,0.005
WO-2024-CS-00055,2024-01-03,P-CS-BS-003,盤元進料/酸洗,盤元-M1,3621.7,3603.59,18.11,5.2,57.32,0.005
WO-2024-CS-00055,2024-01-03,P-CS-BS-003,抽線,抽線-M3,3603.59,3549.54,54.05,10,343.9,0.015
WO-2024-CS-00055,2024-01-03,P-CS-BS-003,成型,成型-M3,3549.54,3443.05,106.49,11.3,515.86,0.03
WO-2024-CS-00055,2024-01-03,P-CS-BS-003,檢測與包裝,檢測-M2,3443.05,3425.83,17.22,5.5,229.27,0.005
WO-2024-M10-00056,2024-01-03,P-M10-BN-002,盤元進料/酸洗,盤元-M5,376.4,374.52,1.88,0.1,5.94,0.005
WO-2024-M10-00056,2024-01-03,P-M10-BN-002,抽線,抽線-M5,374.52,368.9,5.62,0.8,35.64,0.015
WO-2024-M10-00056,2024-01-03,P-M10-BN-002,成型,成型-M1,368.9,357.83,11.07,1.2,53.45,0.03
WO-2024-M10-00056,2024-01-03,P-M10-BN-002,檢測與包裝,檢測-M4,357.83,356.04,1.79,0.8,23.76,0.005
WO-2024-CS-00057,2024-01-03,P-CS-BS-003,盤元進料/酸洗,盤元-M5,11123.8,11068.18,55.62,7.3,176.05,0.005
WO-2024-CS-00057,2024-01-03,P-CS-BS-003,抽線,抽線-M4,11068.18,10902.16,166.02,53.2,1056.28,0.015
WO-2024-CS-00057,2024-01-03,P-CS-BS-003,成型,成型-M4,10902.16,10575.1,327.06,51.8,1584.42,0.03
WO-2024-CS-00057,2024-01-03,P-CS-BS-003,檢測與包裝,檢測-M2,10575.1,10522.22,52.88,21.1,704.19,0.005
WO-2024-CS-00058,2024-01-03,P-CS-BS-003,盤元進料/酸洗,盤元-M3,9690.1,9641.65,48.45,3.2,153.36,0.005
WO-2024-CS-00058,2024-01-03,P-CS-BS-003,抽線,抽線-M3,9641.65,9497.03,144.62,30.5,920.14,0.015
WO-2024-CS-00058,2024-01-03,P-CS-BS-003,成型,成型-M4,9497.03,9212.12,284.91,31.9,1380.21,0.03
WO-2024-CS-00058,2024-01-03,P-CS-BS-003,檢測與包裝,檢測-M1,9212.12,9166.06,46.06,16.3,613.43,0.005
WO-2024-M10-00059,2024-01-03,P-M10-BN-002,盤元進料/酸洗,盤元-M5,745.5,741.77,3.73,0.3,11.76,0.005
WO-2024-M10-00059,2024-01-03,P-M10-BN-002,抽線,抽線-M4,741.77,730.64,11.13,2.2,70.58,0.015
WO-2024-M10-00059,2024-01-03,P-M10-BN-002,成型,成型-M1,730.64,708.72,21.92,3.9,105.88,0.03
WO-2024-M10-00059,2024-01-03,P-M10-BN-002,檢測與包裝,檢測-M5,708.72,705.18,3.54,1.7,47.06,0.005
WO-2024-M12-00060,2024-01-03,P-M12-EH-001,盤元進料/酸洗,盤元-M3,1730.7,1722.05,8.65,0.7,24.69,0.005
WO-2024-M12-00060,2024-01-03,P-M12-EH-001,抽線,抽線-M2,1722.05,1696.22,25.83,10.7,148.11,0.015
WO-2024-M12-00060,2024-01-03,P-M12-EH-001,成型,成型-M2,1696.22,1645.33,50.89,10.4,222.17,0.03
WO-2024-M12-00060,2024-01-03,P-M12-EH-001,檢測與包裝,檢測-M1,1645.33,1637.1,8.23,3.2,98.74,0.005
WO-2024-M12-00061,2024-01-03,P-M12-EH-001,盤元進料/酸洗,盤元-M1,1414.3,1407.23,7.07,0.5,20.17,0.005
WO-2024-M12-00061,2024-01-03,P-M12-EH-001,抽線,抽線-M2,1407.23,1386.12,21.11,6.2,121.03,0.015
WO-2024-M12-00061,2024-01-03,P-M12-EH-001,成型,成型-M5,1386.12,1344.54,41.58,5.7,181.54,0.03
WO-2024-M12-00061,2024-01-03,P-M12-EH-001,檢測與包裝,檢測-M5,1344.54,1337.82,6.72,1.6,80.69,0.005
WO-2024-M10-00062,2024-01-03,P-M10-BN-002,盤元進料/酸洗,盤元-M5,383,381.08,1.92,0.3,6.04,0.005
WO-2024-M10-00062,2024-01-03,P-M10-BN-002,抽線,抽線-M4,381.08,375.36,5.72,0.9,36.26,0.015
WO-2024-M10-00062,2024-01-03,P-M10-BN-002,成型,成型-M1,375.36,364.1,11.26,4.8,54.39,0.03
WO-2024-M10-00062,2024-01-03,P-M10-BN-002,檢測與包裝,檢測-M1,364.1,362.28,1.82,1.9,24.17,0.005
WO-2024-CS-00063,2024-01-04,P-CS-BS-003,盤元進料/酸洗,盤元-M5,6532,6499.34,32.66,3.2,103.38,0.005
WO-2024-CS-00063,2024-01-04,P-CS-BS-003,抽線,抽線-M1,6499.34,6401.85,97.49,19.3,620.25,0.015
WO-2024-CS-00063,2024-01-04,P-CS-BS-003,成型,成型-M4,6401.85,6209.79,192.06,54.2,930.38,0.03
WO-2024-CS-00063,2024-01-04,P-CS-BS-003,檢測與包裝,檢測-M5,6209.79,6178.74,31.05,13.6,413.5,0.005
WO-2024-M10-00064,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M4,277.8,276.41,1.39,0.2,4.38,0.005
WO-2024-M10-00064,2024-01-04,P-M10-BN-002,抽線,抽線-M3,276.41,272.26,4.15,0.7,26.3,0.015
WO-2024-M10-00064,2024-01-04,P-M10-BN-002,成型,成型-M1,272.26,264.09,8.17,2,39.46,0.03
WO-2024-M10-00064,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M3,264.09,262.77,1.32,0.4,17.54,0.005
WO-2024-M12-00065,2024-01-04,P-M12-EH-001,盤元進料/酸洗,盤元-M3,3244.7,3228.48,16.22,1.4,46.28,0.005
WO-2024-M12-00065,2024-01-04,P-M12-EH-001,抽線,抽線-M1,3228.48,3180.05,48.43,11.5,277.68,0.015
WO-2024-M12-00065,2024-01-04,P-M12-EH-001,成型,成型-M5,3180.05,3084.65,95.4,14.7,416.52,0.03
WO-2024-M12-00065,2024-01-04,P-M12-EH-001,檢測與包裝,檢測-M2,3084.65,3069.23,15.42,8.1,185.12,0.005
WO-2024-M12-00066,2024-01-04,P-M12-EH-001,盤元進料/酸洗,盤元-M4,1027.5,1022.36,5.14,0.9,14.66,0.005
WO-2024-M12-00066,2024-01-04,P-M12-EH-001,抽線,抽線-M3,1022.36,1007.02,15.34,2.2,87.93,0.015
WO-2024-M12-00066,2024-01-04,P-M12-EH-001,成型,成型-M5,1007.02,976.81,30.21,6.6,131.9,0.03
WO-2024-M12-00066,2024-01-04,P-M12-EH-001,檢測與包裝,檢測-M1,976.81,971.93,4.88,4.1,58.62,0.005
WO-2024-M10-00067,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M2,230.4,229.25,1.15,0.1,3.64,0.005
WO-2024-M10-00067,2024-01-04,P-M10-BN-002,抽線,抽線-M1,229.25,225.81,3.44,1.3,21.82,0.015
WO-2024-M10-00067,2024-01-04,P-M10-BN-002,成型,成型-M4,225.81,219.04,6.77,0.8,32.73,0.03
WO-2024-M10-00067,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M2,219.04,217.94,1.1,1.1,14.54,0.005
WO-2024-M12-00068,2024-01-04,P-M12-EH-001,盤元進料/酸洗,盤元-M3,1838.4,1829.21,9.19,0.9,26.22,0.005
WO-2024-M12-00068,2024-01-04,P-M12-EH-001,抽線,抽線-M2,1829.21,1801.77,27.44,3.8,157.33,0.015
WO-2024-M12-00068,2024-01-04,P-M12-EH-001,成型,成型-M2,1801.77,1747.72,54.05,11.6,235.99,0.03
WO-2024-M12-00068,2024-01-04,P-M12-EH-001,檢測與包裝,檢測-M1,1747.72,1738.98,8.74,3.7,104.89,0.005
WO-2024-M10-00069,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M4,713.4,709.83,3.57,0.8,11.26,0.005
WO-2024-M10-00069,2024-01-04,P-M10-BN-002,抽線,抽線-M5,709.83,699.18,10.65,1.5,67.54,0.015
WO-2024-M10-00069,2024-01-04,P-M10-BN-002,成型,成型-M5,699.18,678.2,20.98,2.8,101.32,0.03
WO-2024-M10-00069,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M3,678.2,674.81,3.39,1.7,45.03,0.005
WO-2024-M10-00070,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M2,384,382.08,1.92,0.1,6.06,0.005
WO-2024-M10-00070,2024-01-04,P-M10-BN-002,抽線,抽線-M1,382.08,376.35,5.73,0.9,36.35,0.015
WO-2024-M10-00070,2024-01-04,P-M10-BN-002,成型,成型-M4,376.35,365.06,11.29,2.6,54.53,0.03
WO-2024-M10-00070,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M5,365.06,363.23,1.83,0.6,24.24,0.005
WO-2024-M10-00071,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M4,586.1,583.17,2.93,0.2,9.25,0.005
WO-2024-M10-00071,2024-01-04,P-M10-BN-002,抽線,抽線-M1,583.17,574.42,8.75,1.5,55.49,0.015
WO-2024-M10-00071,2024-01-04,P-M10-BN-002,成型,成型-M5,574.42,557.19,17.23,4.6,83.23,0.03
WO-2024-M10-00071,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M4,557.19,554.4,2.79,1,36.99,0.005
WO-2024-M12-00072,2024-01-04,P-M12-EH-001,盤元進料/酸洗,盤元-M5,2484,2471.58,12.42,0.9,35.43,0.005
WO-2024-M12-00072,2024-01-04,P-M12-EH-001,抽線,抽線-M2,2471.58,2434.51,37.07,8.1,212.57,0.015
WO-2024-M12-00072,2024-01-04,P-M12-EH-001,成型,成型-M4,2434.51,2361.47,73.04,14,318.86,0.03
WO-2024-M12-00072,2024-01-04,P-M12-EH-001,檢測與包裝,檢測-M5,2361.47,2349.66,11.81,3.6,141.72,0.005
WO-2024-CS-00073,2024-01-04,P-CS-BS-003,盤元進料/酸洗,盤元-M2,9191.5,9145.54,45.96,3.3,145.46,0.005
WO-2024-CS-00073,2024-01-04,P-CS-BS-003,抽線,抽線-M5,9145.54,9008.36,137.18,36.9,872.79,0.015
WO-2024-CS-00073,2024-01-04,P-CS-BS-003,成型,成型-M4,9008.36,8738.11,270.25,48.5,1309.18,0.03
WO-2024-CS-00073,2024-01-04,P-CS-BS-003,檢測與包裝,檢測-M3,8738.11,8694.42,43.69,13.1,581.86,0.005
WO-2024-CS-00074,2024-01-04,P-CS-BS-003,盤元進料/酸洗,盤元-M4,8909.9,8865.35,44.55,3.8,141.01,0.005
WO-2024-CS-00074,2024-01-04,P-CS-BS-003,抽線,抽線-M3,8865.35,8732.37,132.98,17,846.05,0.015
WO-2024-CS-00074,2024-01-04,P-CS-BS-003,成型,成型-M3,8732.37,8470.4,261.97,40.3,1269.07,0.03
WO-2024-CS-00074,2024-01-04,P-CS-BS-003,檢測與包裝,檢測-M3,8470.4,8428.05,42.35,18.9,564.03,0.005
WO-2024-M12-00075,2024-01-04,P-M12-EH-001,盤元進料/酸洗,盤元-M5,2256.8,2245.52,11.28,0.6,32.19,0.005
WO-2024-M12-00075,2024-01-04,P-M12-EH-001,抽線,抽線-M2,2245.52,2211.84,33.68,14.3,193.13,0.015
WO-2024-M12-00075,2024-01-04,P-M12-EH-001,成型,成型-M2,2211.84,2145.48,66.36,9.2,289.7,0.03
WO-2024-M12-00075,2024-01-04,P-M12-EH-001,檢測與包裝,檢測-M2,2145.48,2134.75,10.73,3.1,128.75,0.005
WO-2024-M10-00076,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M5,851.9,847.64,4.26,0.5,13.44,0.005
WO-2024-M10-00076,2024-01-04,P-M10-BN-002,抽線,抽線-M4,847.64,834.93,12.71,1.6,80.66,0.015
WO-2024-M10-00076,2024-01-04,P-M10-BN-002,成型,成型-M3,834.93,809.88,25.05,3,120.98,0.03
WO-2024-M10-00076,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M4,809.88,805.83,4.05,2.3,53.77,0.005
WO-2024-M10-00077,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M5,734,730.33,3.67,0.3,11.58,0.005
WO-2024-M10-00077,2024-01-04,P-M10-BN-002,抽線,抽線-M5,730.33,719.38,10.95,2.9,69.49,0.015
WO-2024-M10-00077,2024-01-04,P-M10-BN-002,成型,成型-M4,719.38,697.8,21.58,2.1,104.24,0.03
WO-2024-M10-00077,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M4,697.8,694.31,3.49,1.9,46.33,0.005
WO-2024-M12-00078,2024-01-04,P-M12-EH-001,盤元進料/酸洗,盤元-M4,2125.4,2114.77,10.63,0.8,30.31,0.005
WO-2024-M12-00078,2024-01-04,P-M12-EH-001,抽線,抽線-M2,2114.77,2083.05,31.72,3.8,181.89,0.015
WO-2024-M12-00078,2024-01-04,P-M12-EH-001,成型,成型-M2,2083.05,2020.56,62.49,9.5,272.83,0.03
WO-2024-M12-00078,2024-01-04,P-M12-EH-001,檢測與包裝,檢測-M3,2020.56,2010.46,10.1,3.4,121.26,0.005
WO-2024-M12-00079,2024-01-04,P-M12-EH-001,盤元進料/酸洗,盤元-M1,822.4,818.29,4.11,1.1,11.73,0.005
WO-2024-M12-00079,2024-01-04,P-M12-EH-001,抽線,抽線-M5,818.29,806.02,12.27,2.3,70.38,0.015
WO-2024-M12-00079,2024-01-04,P-M12-EH-001,成型,成型-M1,806.02,781.84,24.18,2.1,105.57,0.03
WO-2024-M12-00079,2024-01-04,P-M12-EH-001,檢測與包裝,檢測-M1,781.84,777.93,3.91,1.5,46.92,0.005
WO-2024-M10-00080,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M5,565.8,562.97,2.83,0.3,8.93,0.005
WO-2024-M10-00080,2024-01-04,P-M10-BN-002,抽線,抽線-M5,562.97,554.53,8.44,3.6,53.57,0.015
WO-2024-M10-00080,2024-01-04,P-M10-BN-002,成型,成型-M2,554.53,537.89,16.64,4.5,80.35,0.03
WO-2024-M10-00080,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M1,537.89,535.2,2.69,2.5,35.71,0.005
WO-2024-CS-00081,2024-01-04,P-CS-BS-003,盤元進料/酸洗,盤元-M1,11376,11319.12,56.88,7.1,180.04,0.005
WO-2024-CS-00081,2024-01-04,P-CS-BS-003,抽線,抽線-M4,11319.12,11149.33,169.79,107.9,1080.23,0.015
WO-2024-CS-00081,2024-01-04,P-CS-BS-003,成型,成型-M2,11149.33,10814.85,334.48,39.9,1620.34,0.03
WO-2024-CS-00081,2024-01-04,P-CS-BS-003,檢測與包裝,檢測-M5,10814.85,10760.78,54.07,29.9,720.15,0.005
WO-2024-M10-00082,2024-01-04,P-M10-BN-002,盤元進料/酸洗,盤元-M4,650.5,647.25,3.25,0.6,10.27,0.005
WO-2024-M10-00082,2024-01-04,P-M10-BN-002,抽線,抽線-M4,647.25,637.54,9.71,2.6,61.59,0.015
WO-2024-M10-00082,2024-01-04,P-M10-BN-002,成型,成型-M3,637.54,618.41,19.13,2.7,92.39,0.03
WO-2024-M10-00082,2024-01-04,P-M10-BN-002,檢測與包裝,檢測-M2,618.41,615.32,3.09,1.1,41.06,0.005
WO-2024-CS-00083,2024-01-04,P-CS-BS-003,盤元進料/酸洗,盤元-M5,13211.6,13145.54,66.06,8.9,209.09,0.005
WO-2024-CS-00083,2024-01-04,P-CS-BS-003,抽線,抽線-M4,13145.54,12948.36,197.18,25.4,1254.52,0.015
WO-2024-CS-00083,2024-01-04,P-CS-BS-003,成型,成型-M4,12948.36,12559.91,388.45,48.2,1881.79,0.03
WO-2024-CS-00083,2024-01-04,P-CS-BS-003,檢測與包裝,檢測-M2,12559.91,12497.11,62.8,26.9,836.35,0.005
WO-2024-CS-00084,2024-01-05,P-CS-BS-003,盤元進料/酸洗,盤元-M4,12985.7,12920.77,64.93,7,205.51,0.005
WO-2024-CS-00084,2024-01-05,P-CS-BS-003,抽線,抽線-M5,12920.77,12726.96,193.81,37.7,1233.07,0.015
WO-2024-CS-00084,2024-01-05,P-CS-BS-003,成型,成型-M1,12726.96,12345.15,381.81,87.7,1849.61,0.03
WO-2024-CS-00084,2024-01-05,P-CS-BS-003,檢測與包裝,檢測-M4,12345.15,12283.42,61.73,23,822.05,0.005
WO-2024-M12-00085,2024-01-05,P-M12-EH-001,盤元進料/酸洗,盤元-M3,2880.7,2866.3,14.4,0.9,41.09,0.005
WO-2024-M12-00085,2024-01-05,P-M12-EH-001,抽線,抽線-M4,2866.3,2823.31,42.99,18.4,246.52,0.015
WO-2024-M12-00085,2024-01-05,P-M12-EH-001,成型,成型-M3,2823.31,2738.61,84.7,13.8,369.78,0.03
WO-2024-M12-00085,2024-01-05,P-M12-EH-001,檢測與包裝,檢測-M3,2738.61,2724.92,13.69,8,164.35,0.005
WO-2024-M10-00086,2024-01-05,P-M10-BN-002,盤元進料/酸洗,盤元-M4,553.9,551.13,2.77,0.2,8.74,0.005
WO-2024-M10-00086,2024-01-05,P-M10-BN-002,抽線,抽線-M5,551.13,542.86,8.27,1.4,52.44,0.015
WO-2024-M10-00086,2024-01-05,P-M10-BN-002,成型,成型-M5,542.86,526.57,16.29,4.7,78.66,0.03
WO-2024-M10-00086,2024-01-05,P-M10-BN-002,檢測與包裝,檢測-M4,526.57,523.94,2.63,1.6,34.96,0.005
WO-2024-CS-00087,2024-01-05,P-CS-BS-003,盤元進料/酸洗,盤元-M2,3648.5,3630.26,18.24,1.2,57.74,0.005
WO-2024-CS-00087,2024-01-05,P-CS-BS-003,抽線,抽線-M1,3630.26,3575.81,54.45,15.4,346.45,0.015
WO-2024-CS-00087,2024-01-05,P-CS-BS-003,成型,成型-M2,3575.81,3468.54,107.27,11.4,519.68,0.03
WO-2024-CS-00087,2024-01-05,P-CS-BS-003,檢測與包裝,檢測-M5,3468.54,3451.2,17.34,5.2,230.97,0.005
WO-2024-M12-00088,2024-01-05,P-M12-EH-001,盤元進料/酸洗,盤元-M5,1549,1541.25,7.75,1.7,22.09,0.005
WO-2024-M12-00088,2024-01-05,P-M12-EH-001,抽線,抽線-M5,1541.25,1518.13,23.12,2.9,132.56,0.015
WO-2024-M12-00088,2024-01-05,P-M12-EH-001,成型,成型-M4,1518.13,1472.59,45.54,16.9,198.84,0.03
WO-2024-M12-00088,2024-01-05,P-M12-EH-001,檢測與包裝,檢測-M3,1472.59,1465.23,7.36,3.2,88.37,0.005
WO-2024-M12-00089,2024-01-05,P-M12-EH-001,盤元進料/酸洗,盤元-M3,1458,1450.71,7.29,0.7,20.79,0.005
WO-2024-M12-00089,2024-01-05,P-M12-EH-001,抽線,抽線-M1,1450.71,1428.95,21.76,4.4,124.77,0.015
WO-2024-M12-00089,2024-01-05,P-M12-EH-001,成型,成型-M1,1428.95,1386.08,42.87,4.7,187.15,0.03
WO-2024-M12-00089,2024-01-05,P-M12-EH-001,檢測與包裝,檢測-M4,1386.08,1379.15,6.93,1.8,83.18,0.005
WO-2024-CS-00090,2024-01-05,P-CS-BS-003,盤元進料/酸洗,盤元-M3,6537.4,6504.71,32.69,3.7,103.46,0.005
WO-2024-CS-00090,2024-01-05,P-CS-BS-003,抽線,抽線-M5,6504.71,6407.14,97.57,14.4,620.77,0.015
WO-2024-CS-00090,2024-01-05,P-CS-BS-003,成型,成型-M3,6407.14,6214.93,192.21,37.4,931.15,0.03
WO-2024-CS-00090,2024-01-05,P-CS-BS-003,檢測與包裝,檢測-M4,6214.93,6183.86,31.07,9.9,413.84,0.005
WO-2024-M12-00091,2024-01-05,P-M12-EH-001,盤元進料/酸洗,盤元-M3,2268.8,2257.46,11.34,2.6,32.36,0.005
WO-2024-M12-00091,2024-01-05,P-M12-EH-001,抽線,抽線-M2,2257.46,2223.6,33.86,5.6,194.16,0.015
WO-2024-M12-00091,2024-01-05,P-M12-EH-001,成型,成型-M2,2223.6,2156.89,66.71,10.5,291.24,0.03
WO-2024-M12-00091,2024-01-05,P-M12-EH-001,檢測與包裝,檢測-M5,2156.89,2146.11,10.78,7.3,129.44,0.005
WO-2024-M10-00092,2024-01-05,P-M10-BN-002,盤元進料/酸洗,盤元-M5,715.2,711.62,3.58,0.3,11.29,0.005
WO-2024-M10-00092,2024-01-05,P-M10-BN-002,抽線,抽線-M1,711.62,700.95,10.67,2.9,67.72,0.015
WO-2024-M10-00092,2024-01-05,P-M10-BN-002,成型,成型-M2,700.95,679.92,21.03,3,101.58,0.03
WO-2024-M10-00092,2024-01-05,P-M10-BN-002,檢測與包裝,檢測-M1,679.92,676.52,3.4,2.7,45.15,0.005
WO-2024-M12-00093,2024-01-05,P-M12-EH-001,盤元進料/酸洗,盤元-M1,1170.1,1164.25,5.85,1,16.69,0.005
WO-2024-M12-00093,2024-01-05,P-M12-EH-001,抽線,抽線-M1,1164.25,1146.79,17.46,2.1,100.14,0.015
WO-2024-M12-00093,2024-01-05,P-M12-EH-001,成型,成型-M5,1146.79,1112.39,34.4,14.3,150.21,0.03
WO-2024-M12-00093,2024-01-05,P-M12-EH-001,檢測與包裝,檢測-M5,1112.39,1106.83,5.56,6.3,66.76,0.005
WO-2024-M10-00094,2024-01-05,P-M10-BN-002,盤元進料/酸洗,盤元-M3,407.2,405.16,2.04,0.1,6.43,0.005
WO-2024-M10-00094,2024-01-05,P-M10-BN-002,抽線,抽線-M3,405.16,399.08,6.08,2.5,38.56,0.015
WO-2024-M10-00094,2024-01-05,P-M10-BN-002,成型,成型-M3,399.08,387.11,11.97,3.8,57.84,0.03
WO-2024-M10-00094,2024-01-05,P-M10-BN-002,檢測與包裝,檢測-M3,387.11,385.17,1.94,0.7,25.71,0.005
WO-2024-M10-00095,2024-01-05,P-M10-BN-002,盤元進料/酸洗,盤元-M2,453.9,451.63,2.27,0.2,7.16,0.005
WO-2024-M10-00095,2024-01-05,P-M10-BN-002,抽線,抽線-M1,451.63,444.86,6.77,1.5,42.97,0.015
WO-2024-M10-00095,2024-01-05,P-M10-BN-002,成型,成型-M2,444.86,431.51,13.35,1.5,64.46,0.03
WO-2024-M10-00095,2024-01-05,P-M10-BN-002,檢測與包裝,檢測-M2,431.51,429.35,2.16,1.1,28.65,0.005
WO-2024-M10-00096,2024-01-05,P-M10-BN-002,盤元進料/酸洗,盤元-M2,440,437.8,2.2,0.3,6.94,0.005
WO-2024-M10-00096,2024-01-05,P-M10-BN-002,抽線,抽線-M4,437.8,431.23,6.57,2.4,41.66,0.015
WO-2024-M10-00096,2024-01-05,P-M10-BN-002,成型,成型-M5,431.23,418.29,12.94,1.3,62.49,0.03
WO-2024-M10-00096,2024-01-05,P-M10-BN-002,檢測與包裝,檢測-M4,418.29,416.2,2.09,0.7,27.78,0.005
WO-2024-M10-00097,2024-01-05,P-M10-BN-002,盤元進料/酸洗,盤元-M1,887.6,883.16,4.44,0.4,14.01,0.005
WO-2024-M10-00097,2024-01-05,P-M10-BN-002,抽線,抽線-M2,883.16,869.91,13.25,5.4,84.04,0.015
WO-2024-M10-00097,2024-01-05,P-M10-BN-002,成型,成型-M5,869.91,843.81,26.1,3.1,126.05,0.03
WO-2024-M10-00097,2024-01-05,P-M10-BN-002,檢測與包裝,檢測-M1,843.81,839.59,4.22,1.5,56.02,0.005
WO-2024-M10-00098,2024-01-05,P-M10-BN-002,盤元進料/酸洗,盤元-M5,829.5,825.35,4.15,0.5,13.09,0.005
WO-2024-M10-00098,2024-01-05,P-M10-BN-002,抽線,抽線-M3,825.35,812.97,12.38,1.7,78.54,0.015
WO-2024-M10-00098,2024-01-05,P-M10-BN-002,成型,成型-M5,812.97,788.58,24.39,5.6,117.8,0.03
WO-2024-M10-00098,2024-01-05,P-M10-BN-002,檢測與包裝,檢測-M2,788.58,784.64,3.94,1.3,52.36,0.005
WO-2024-M10-00099,2024-01-05,P-M10-BN-002,盤元進料/酸洗,盤元-M3,856,851.72,4.28,0.6,13.51,0.005
WO-2024-M10-00099,2024-01-05,P-M10-BN-002,抽線,抽線-M5,851.72,838.94,12.78,3.1,81.04,0.015
WO-2024-M10-00099,2024-01-05,P-M10-BN-002,成型,成型-M3,838.94,813.77,25.17,9.7,121.56,0.03
WO-2024-M10-00099,2024-01-05,P-M10-BN-002,檢測與包裝,檢測-M1,813.77,809.7,4.07,2.6,54.03,0.005
WO-2024-CS-00100,2024-01-05,P-CS-BS-003,盤元進料/酸洗,盤元-M5,13609.4,13541.35,68.05,5.5,215.38,0.005
WO-2024-CS-00100,2024-01-05,P-CS-BS-003,抽線,抽線-M2,13541.35,13338.23,203.12,69.7,1292.3,0.015
WO-2024-CS-00100,2024-01-05,P-CS-BS-003,成型,成型-M5,13338.23,12938.08,400.15,50.2,1938.45,0.03
WO-2024-CS-00100,2024-01-05,P-CS-BS-003,檢測與包裝,檢測-M3,12938.08,12873.39,64.69,23.9,861.54,0.005
WO-2024-M12-00101,2024-01-05,P-M12-EH-001,盤元進料/酸洗,盤元-M1,1120.5,1114.9,5.6,0.6,15.98,0.005
WO-2024-M12-00101,2024-01-05,P-M12-EH-001,抽線,抽線-M4,1114.9,1098.18,16.72,5.6,95.89,0.015
WO-2024-M12-00101,2024-01-05,P-M12-EH-001,成型,成型-M5,1098.18,1065.23,32.95,2.9,143.84,0.03
WO-2024-M12-00101,2024-01-05,P-M12-EH-001,檢測與包裝,檢測-M3,1065.23,1059.9,5.33,3.1,63.93,0.005
WO-2024-M12-00102,2024-01-05,P-M12-EH-001,盤元進料/酸洗,盤元-M1,2581.2,2568.29,12.91,0.9,36.82,0.005
WO-2024-M12-00102,2024-01-05,P-M12-EH-001,抽線,抽線-M1,2568.29,2529.77,38.52,4.7,220.9,0.015
WO-2024-M12-00102,2024-01-05,P-M12-EH-001,成型,成型-M4,2529.77,2453.88,75.89,7.5,331.35,0.03
WO-2024-M12-00102,2024-01-05,P-M12-EH-001,檢測與包裝,檢測-M2,2453.88,2441.61,12.27,10.4,147.26,0.005
WO-2024-CS-00103,2024-01-05,P-CS-BS-003,盤元進料/酸洗,盤元-M2,3982.4,3962.49,19.91,1.6,63.03,0.005
WO-2024-CS-00103,2024-01-05,P-CS-BS-003,抽線,抽線-M3,3962.49,3903.05,59.44,12,378.16,0.015
WO-2024-CS-00103,2024-01-05,P-CS-BS-003,成型,成型-M4,3903.05,3785.96,117.09,12.7,567.23,0.03
