InvoiceNo,Ref_WorkOrderID,ExportDate,DestinationCountry,CountryOfOrigin,Exporter_EORI,ProductID,ProductName,CN_Code,Quantity_pcs,NetWeight_kg,GrossWeight_kg,FOB_Value_USD
INV-EU-2024-00178,WO-2024-M10-00178,2024-01-18,France,Taiwan,TW2066266834,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,24699,419.89,440.88,1872
INV-EU-2024-00189,WO-2024-M12-00189,2024-01-18,Italy,Taiwan,TW2066816831,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,13664,871.1,939.42,3919
INV-EU-2024-00207,WO-2024-CS-00207,2024-01-18,Netherlands,Taiwan,TW2066909329,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,38912,10584.07,11362.31,82661
INV-EU-2024-00210,WO-2024-M10-00210,2024-01-18,Germany,Taiwan,TW2066952447,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,14249,242.25,254.36,1237
INV-EU-2024-00216,WO-2024-M10-00216,2024-01-18,Spain,Taiwan,TW2066302762,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,47830,813.11,853.77,4642
INV-EU-2024-00089,WO-2024-M12-00089,2024-01-19,France,Taiwan,TW2066295732,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,21633,1379.15,1487.32,4399
INV-EU-2024-00092,WO-2024-M10-00092,2024-01-19,Spain,Taiwan,TW2066199436,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,39795,676.52,710.35,5405
INV-EU-2024-00098,WO-2024-M10-00098,2024-01-19,Italy,Taiwan,TW2066482369,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,46155,784.64,823.87,3703
INV-EU-2024-00102,WO-2024-M12-00102,2024-01-19,Germany,Taiwan,TW2066492797,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,38299,2441.61,2633.11,7764
INV-EU-2024-00103,WO-2024-CS-00103,2024-01-19,Netherlands,Taiwan,TW2066748327,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,13849,3767.03,4044.01,22376
INV-EU-2024-00107,WO-2024-M10-00107,2024-01-19,France,Taiwan,TW2066390051,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,29440,500.48,525.5,1871
INV-EU-2024-00126,WO-2024-M10-00126,2024-01-19,France,Taiwan,TW2066277048,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,24459,415.82,436.61,1663
INV-EU-2024-00134,WO-2024-M12-00134,2024-01-19,Italy,Taiwan,TW2066659516,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,10786,687.67,741.6,5095
INV-EU-2024-00148,WO-2024-M12-00148,2024-01-19,Germany,Taiwan,TW2066667576,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,23571,1502.69,1620.55,8910
INV-EU-2024-00160,WO-2024-M12-00160,2024-01-19,Italy,Taiwan,TW2066668803,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,18272,1164.9,1256.26,5638
INV-EU-2024-00162,WO-2024-M10-00162,2024-01-19,Netherlands,Taiwan,TW2066874306,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,44675,759.48,797.45,5665
INV-EU-2024-00165,WO-2024-M12-00165,2024-01-19,France,Taiwan,TW2066489706,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,42078,2682.53,2892.92,17355
INV-EU-2024-00170,WO-2024-M10-00170,2024-01-19,France,Taiwan,TW2066603406,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,23825,405.04,425.29,2296
INV-EU-2024-00177,WO-2024-CS-00177,2024-01-19,Netherlands,Taiwan,TW2066408365,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,45967,12503.06,13422.4,86271
INV-EU-2024-00186,WO-2024-CS-00186,2024-01-19,Spain,Taiwan,TW2066430329,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,29774,8098.68,8694.16,44218
INV-EU-2024-00198,WO-2024-M12-00198,2024-01-19,Italy,Taiwan,TW2066142763,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,26724,1703.69,1837.31,7428
INV-EU-2024-00203,WO-2024-M10-00203,2024-01-19,Italy,Taiwan,TW2066842938,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,45704,776.98,815.83,3721
INV-EU-2024-00213,WO-2024-M10-00213,2024-01-19,Netherlands,Taiwan,TW2066802952,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,30737,522.53,548.66,4154
INV-EU-2024-00229,WO-2024-CS-00229,2024-01-19,Germany,Taiwan,TW2066277590,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,24250,6596.08,7081.08,31859
INV-EU-2024-00232,WO-2024-M12-00232,2024-01-19,Germany,Taiwan,TW2066657629,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,17149,1093.3,1179.05,4624
INV-EU-2024-00113,WO-2024-CS-00113,2024-01-20,France,Taiwan,TW2066649947,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,41527,11295.41,12125.95,69579
INV-EU-2024-00115,WO-2024-M12-00115,2024-01-20,Germany,Taiwan,TW2066601293,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,10683,681.06,734.47,2193
INV-EU-2024-00117,WO-2024-CS-00117,2024-01-20,Germany,Taiwan,TW2066775213,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,36443,9912.76,10641.62,33406
INV-EU-2024-00135,WO-2024-M10-00135,2024-01-20,Spain,Taiwan,TW2066796314,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,14834,252.18,264.79,1096
INV-EU-2024-00157,WO-2024-M10-00157,2024-01-20,Italy,Taiwan,TW2066708807,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,37708,641.05,673.1,2583
INV-EU-2024-00159,WO-2024-M10-00159,2024-01-20,Netherlands,Taiwan,TW2066370602,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,10015,170.26,178.77,578
INV-EU-2024-00169,WO-2024-CS-00169,2024-01-20,Netherlands,Taiwan,TW2066850383,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,40488,11012.87,11822.63,73345
INV-EU-2024-00174,WO-2024-CS-00174,2024-01-20,France,Taiwan,TW2066510385,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,10332,2810.42,3017.06,14586
INV-EU-2024-00179,WO-2024-M10-00179,2024-01-20,Netherlands,Taiwan,TW2066686818,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,49282,837.8,879.69,5085
INV-EU-2024-00181,WO-2024-M12-00181,2024-01-20,Germany,Taiwan,TW2066411725,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,48791,3110.47,3354.42,21617
INV-EU-2024-00194,WO-2024-CS-00194,2024-01-20,Germany,Taiwan,TW2066516269,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,40760,11086.84,11902.04,77164
INV-EU-2024-00195,WO-2024-M10-00195,2024-01-20,Spain,Taiwan,TW2066685652,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,32455,551.75,579.34,2146
INV-EU-2024-00199,WO-2024-M12-00199,2024-01-20,Spain,Taiwan,TW2066682640,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,47402,3021.93,3258.94,13356
INV-EU-2024-00202,WO-2024-M10-00202,2024-01-20,Spain,Taiwan,TW2066490588,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,44552,757.4,795.27,3347
INV-EU-2024-00220,WO-2024-M12-00220,2024-01-20,Spain,Taiwan,TW2066906736,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,10843,691.28,745.5,5177
INV-EU-2024-00223,WO-2024-M12-00223,2024-01-20,Italy,Taiwan,TW2066957077,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,20614,1314.16,1417.23,5926
INV-EU-2024-00226,WO-2024-CS-00226,2024-01-20,Germany,Taiwan,TW2066545928,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,36300,9873.6,10599.6,73360
INV-EU-2024-00231,WO-2024-M12-00231,2024-01-20,Italy,Taiwan,TW2066688819,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,21423,1365.72,1472.84,8467
INV-EU-2024-00234,WO-2024-M10-00234,2024-01-20,France,Taiwan,TW2066396057,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,22401,380.83,399.87,2052
INV-EU-2024-00238,WO-2024-M10-00238,2024-01-20,Spain,Taiwan,TW2066767313,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,20559,349.52,367,1212
INV-EU-2024-00249,WO-2024-M10-00249,2024-01-20,France,Taiwan,TW2066725328,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,13354,227.02,238.37,901
INV-EU-2024-00252,WO-2024-M12-00252,2024-01-20,France,Taiwan,TW2066332286,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,17097,1089.98,1175.46,8545
INV-EU-2024-00130,WO-2024-CS-00130,2024-01-21,Germany,Taiwan,TW2066549489,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,25905,7046.43,7564.53,38614
INV-EU-2024-00138,WO-2024-M10-00138,2024-01-21,France,Taiwan,TW2066105937,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,22245,378.18,397.09,2488
INV-EU-2024-00141,WO-2024-M10-00141,2024-01-21,Netherlands,Taiwan,TW2066954569,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,17744,301.65,316.73,1426
INV-EU-2024-00143,WO-2024-M10-00143,2024-01-21,Spain,Taiwan,TW2066465812,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,40908,695.44,730.21,3247
INV-EU-2024-00147,WO-2024-CS-00147,2024-01-21,Netherlands,Taiwan,TW2066858535,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15503,4216.82,4526.88,28505
INV-EU-2024-00150,WO-2024-CS-00150,2024-01-21,Netherlands,Taiwan,TW2066360287,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,35442,9640.24,10349.08,29306
INV-EU-2024-00151,WO-2024-M12-00151,2024-01-21,Italy,Taiwan,TW2066489286,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43577,2778.08,2995.97,11473
INV-EU-2024-00156,WO-2024-CS-00156,2024-01-21,France,Taiwan,TW2066673402,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,20538,5586.5,5997.26,33127
INV-EU-2024-00173,WO-2024-M12-00173,2024-01-21,Germany,Taiwan,TW2066193234,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,36807,2346.45,2530.48,9948
INV-EU-2024-00183,WO-2024-M12-00183,2024-01-21,Germany,Taiwan,TW2066643160,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,35384,2255.73,2432.65,7240
INV-EU-2024-00193,WO-2024-CS-00193,2024-01-21,Netherlands,Taiwan,TW2066165719,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,22934,6238.15,6696.83,33124
INV-EU-2024-00200,WO-2024-M10-00200,2024-01-21,Netherlands,Taiwan,TW2066552382,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,43690,742.73,779.87,3475
INV-EU-2024-00204,WO-2024-M12-00204,2024-01-21,Germany,Taiwan,TW2066533340,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,15953,1017.05,1096.82,5959
INV-EU-2024-00206,WO-2024-CS-00206,2024-01-21,Italy,Taiwan,TW2066900786,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,34240,9313.33,9998.13,34738
INV-EU-2024-00211,WO-2024-CS-00211,2024-01-21,France,Taiwan,TW2066507483,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42067,11442.41,12283.75,52406
INV-EU-2024-00212,WO-2024-CS-00212,2024-01-21,Germany,Taiwan,TW2066554351,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,48558,13207.88,14179.04,96681
INV-EU-2024-00214,WO-2024-M12-00214,2024-01-21,France,Taiwan,TW2066877275,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,26875,1713.34,1847.71,11496
INV-EU-2024-00225,WO-2024-CS-00225,2024-01-21,Spain,Taiwan,TW2066489198,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,23733,6455.62,6930.28,28404
INV-EU-2024-00240,WO-2024-M10-00240,2024-01-21,Germany,Taiwan,TW2066847480,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,31604,537.28,564.14,3191
INV-EU-2024-00242,WO-2024-M12-00242,2024-01-21,Netherlands,Taiwan,TW2066132219,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,33861,2158.68,2327.98,13621
INV-EU-2024-00243,WO-2024-M10-00243,2024-01-21,Italy,Taiwan,TW2066602218,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,34125,580.13,609.14,4484
INV-EU-2024-00248,WO-2024-M12-00248,2024-01-21,Germany,Taiwan,TW2066860720,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,29293,1867.44,2013.9,6106
INV-EU-2024-00250,WO-2024-M10-00250,2024-01-21,Germany,Taiwan,TW2066801764,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,29145,495.47,520.24,2298
INV-EU-2024-00270,WO-2024-M12-00270,2024-01-21,Italy,Taiwan,TW2066404578,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,40225,2564.39,2765.51,9283
INV-EU-2024-00145,WO-2024-CS-00145,2024-01-22,Spain,Taiwan,TW2066361504,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,27555,7495.19,8046.29,41823
INV-EU-2024-00149,WO-2024-M10-00149,2024-01-22,Netherlands,Taiwan,TW2066724542,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,10622,180.58,189.61,1406
INV-EU-2024-00182,WO-2024-M12-00182,2024-01-22,France,Taiwan,TW2066996353,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,15084,961.63,1037.05,5442
INV-EU-2024-00184,WO-2024-M10-00184,2024-01-22,Netherlands,Taiwan,TW2066190524,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,20871,354.81,372.55,2235
INV-EU-2024-00188,WO-2024-M10-00188,2024-01-22,Italy,Taiwan,TW2066162822,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,39572,672.74,706.38,4399
INV-EU-2024-00190,WO-2024-M12-00190,2024-01-22,Italy,Taiwan,TW2066305464,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,15731,1002.87,1081.53,7351
INV-EU-2024-00192,WO-2024-M10-00192,2024-01-22,France,Taiwan,TW2066380293,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,12347,209.91,220.41,633
INV-EU-2024-00208,WO-2024-M12-00208,2024-01-22,Netherlands,Taiwan,TW2066715609,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,25869,1649.21,1778.56,5805
INV-EU-2024-00218,WO-2024-M12-00218,2024-01-22,France,Taiwan,TW2066500887,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,36106,2301.79,2482.32,6974
INV-EU-2024-00222,WO-2024-CS-00222,2024-01-22,Netherlands,Taiwan,TW2066153514,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,10571,2875.5,3086.92,22543
INV-EU-2024-00230,WO-2024-M10-00230,2024-01-22,Germany,Taiwan,TW2066872414,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,43306,736.21,773.02,5528
INV-EU-2024-00236,WO-2024-CS-00236,2024-01-22,Italy,Taiwan,TW2066411886,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,39106,10637.06,11419.18,59354
INV-EU-2024-00245,WO-2024-CS-00245,2024-01-22,France,Taiwan,TW2066759770,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,47520,12925.52,13875.92,67083
INV-EU-2024-00246,WO-2024-M10-00246,2024-01-22,Spain,Taiwan,TW2066118178,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,43378,737.43,774.3,2698
INV-EU-2024-00257,WO-2024-CS-00257,2024-01-22,France,Taiwan,TW2066368053,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,38831,10562.23,11338.85,50593
INV-EU-2024-00260,WO-2024-M12-00260,2024-01-22,Netherlands,Taiwan,TW2066739494,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,18053,1150.91,1241.18,4707
INV-EU-2024-00287,WO-2024-M12-00287,2024-01-22,Netherlands,Taiwan,TW2066709858,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,10711,682.86,736.41,3223
INV-EU-2024-00180,WO-2024-M12-00180,2024-01-23,Spain,Taiwan,TW2066979816,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,47113,3003.48,3239.05,11683
INV-EU-2024-00217,WO-2024-CS-00217,2024-01-23,Germany,Taiwan,TW2066300613,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,48042,13067.68,14028.52,75661
INV-EU-2024-00224,WO-2024-M10-00224,2024-01-23,Italy,Taiwan,TW2066206830,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,39867,677.75,711.64,2182
INV-EU-2024-00244,WO-2024-CS-00244,2024-01-23,Spain,Taiwan,TW2066997838,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,45730,12438.74,13353.34,60576
INV-EU-2024-00253,WO-2024-CS-00253,2024-01-23,Netherlands,Taiwan,TW2066417718,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,19661,5347.95,5741.17,26579
INV-EU-2024-00256,WO-2024-M12-00256,2024-01-23,Germany,Taiwan,TW2066957884,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,15860,1011.1,1090.4,6572
INV-EU-2024-00273,WO-2024-M10-00273,2024-01-23,France,Taiwan,TW2066124431,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,40485,688.25,722.66,2622
INV-EU-2024-00279,WO-2024-CS-00279,2024-01-23,Italy,Taiwan,TW2066198066,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,10107,2749.13,2951.27,8852
INV-EU-2024-00290,WO-2024-CS-00290,2024-01-23,France,Taiwan,TW2066737131,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,17318,4710.68,5057.04,19266
INV-EU-2024-00291,WO-2024-M10-00291,2024-01-23,Netherlands,Taiwan,TW2066134970,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,28900,491.31,515.88,1513
INV-EU-2024-00296,WO-2024-CS-00296,2024-01-23,Netherlands,Taiwan,TW2066805142,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,38371,10437.18,11204.6,46445
INV-EU-2024-00302,WO-2024-M12-00302,2024-01-23,Italy,Taiwan,TW2066604377,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,35689,2275.22,2453.66,16313
INV-EU-2024-00187,WO-2024-CS-00187,2024-01-24,Italy,Taiwan,TW2066390819,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,17258,4694.22,5039.38,36849
INV-EU-2024-00191,WO-2024-M12-00191,2024-01-24,Germany,Taiwan,TW2066316530,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,44136,2813.73,3034.41,12492
INV-EU-2024-00196,WO-2024-CS-00196,2024-01-24,Italy,Taiwan,TW2066261168,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,24774,6738.73,7234.21,47238
INV-EU-2024-00201,WO-2024-CS-00201,2024-01-24,Netherlands,Taiwan,TW2066997747,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,12104,3292.37,3534.45,13432
INV-EU-2024-00205,WO-2024-M10-00205,2024-01-24,Germany,Taiwan,TW2066474794,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,17421,296.16,310.97,1643
INV-EU-2024-00215,WO-2024-M10-00215,2024-01-24,France,Taiwan,TW2066143333,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,19274,327.66,344.04,1870
INV-EU-2024-00221,WO-2024-CS-00221,2024-01-24,France,Taiwan,TW2066989822,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,34447,9369.81,10058.75,50315
INV-EU-2024-00259,WO-2024-M12-00259,2024-01-24,Spain,Taiwan,TW2066709635,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,21795,1389.47,1498.44,7225
INV-EU-2024-00267,WO-2024-M12-00267,2024-01-24,Netherlands,Taiwan,TW2066526405,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,13961,890.03,959.84,4619
INV-EU-2024-00272,WO-2024-CS-00272,2024-01-24,France,Taiwan,TW2066343016,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,30169,8206.22,8809.6,30116
INV-EU-2024-00277,WO-2024-CS-00277,2024-01-24,Germany,Taiwan,TW2066888863,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,28661,7795.88,8369.1,28766
INV-EU-2024-00278,WO-2024-M10-00278,2024-01-24,Italy,Taiwan,TW2066395595,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,33663,572.28,600.89,1991
INV-EU-2024-00282,WO-2024-M12-00282,2024-01-24,France,Taiwan,TW2066841810,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,40236,2565.05,2766.23,9567
INV-EU-2024-00303,WO-2024-CS-00303,2024-01-24,Spain,Taiwan,TW2066165531,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,36921,10042.73,10781.15,40271
INV-EU-2024-00209,WO-2024-M12-00209,2024-01-25,Italy,Taiwan,TW2066109677,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,38246,2438.2,2629.43,14775
INV-EU-2024-00219,WO-2024-CS-00219,2024-01-25,Germany,Taiwan,TW2066806748,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,39199,10662.21,11446.19,83911
INV-EU-2024-00228,WO-2024-CS-00228,2024-01-25,Germany,Taiwan,TW2066359142,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,14240,3873.45,4158.25,22388
INV-EU-2024-00233,WO-2024-M12-00233,2024-01-25,Netherlands,Taiwan,TW2066401687,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,37796,2409.53,2598.51,12842
INV-EU-2024-00241,WO-2024-M10-00241,2024-01-25,Italy,Taiwan,TW2066396601,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,43144,733.46,770.13,2391
INV-EU-2024-00255,WO-2024-CS-00255,2024-01-25,Italy,Taiwan,TW2066554766,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,13870,3772.7,4050.1,29615
INV-EU-2024-00265,WO-2024-M12-00265,2024-01-25,Italy,Taiwan,TW2066711703,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43027,2742.98,2958.11,18295
INV-EU-2024-00289,WO-2024-CS-00289,2024-01-25,Netherlands,Taiwan,TW2066506328,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,47401,12893.17,13841.19,41516
INV-EU-2024-00301,WO-2024-CS-00301,2024-01-25,France,Taiwan,TW2066475112,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,44290,12047.04,12932.84,56018
INV-EU-2024-00309,WO-2024-M12-00309,2024-01-25,France,Taiwan,TW2066701156,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,21022,1340.18,1445.29,5253
INV-EU-2024-00310,WO-2024-M10-00310,2024-01-25,Germany,Taiwan,TW2066442833,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,28811,489.8,514.29,3222
INV-EU-2024-00320,WO-2024-CS-00320,2024-01-25,Netherlands,Taiwan,TW2066183833,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,34503,9384.94,10075,71231
INV-EU-2024-00322,WO-2024-CS-00322,2024-01-25,Netherlands,Taiwan,TW2066907797,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,30437,8278.88,8887.62,63250
INV-EU-2024-00323,WO-2024-M12-00323,2024-01-25,France,Taiwan,TW2066895352,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,25538,1628.11,1755.8,7033
INV-EU-2024-00324,WO-2024-CS-00324,2024-01-25,Netherlands,Taiwan,TW2066526473,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,12956,3524.21,3783.33,27418
INV-EU-2024-00325,WO-2024-M10-00325,2024-01-25,Germany,Taiwan,TW2066744193,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,49455,840.74,882.78,3547
INV-EU-2024-00227,WO-2024-M10-00227,2024-01-26,Italy,Taiwan,TW2066273040,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,39995,679.93,713.93,3141
INV-EU-2024-00235,WO-2024-CS-00235,2024-01-26,Italy,Taiwan,TW2066938433,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46851,12743.71,13680.73,74933
INV-EU-2024-00247,WO-2024-M10-00247,2024-01-26,Spain,Taiwan,TW2066846346,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,35939,610.97,641.52,2688
INV-EU-2024-00251,WO-2024-M12-00251,2024-01-26,Spain,Taiwan,TW2066180134,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,14411,918.76,990.82,3923
INV-EU-2024-00254,WO-2024-M10-00254,2024-01-26,Germany,Taiwan,TW2066269021,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,24454,415.73,436.52,1895
INV-EU-2024-00258,WO-2024-CS-00258,2024-01-26,Netherlands,Taiwan,TW2066207851,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,38923,10587.11,11365.57,39913
INV-EU-2024-00264,WO-2024-M12-00264,2024-01-26,Spain,Taiwan,TW2066229833,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,45254,2884.96,3111.23,22329
INV-EU-2024-00266,WO-2024-CS-00266,2024-01-26,Spain,Taiwan,TW2066125792,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,17374,4725.81,5073.29,15311
INV-EU-2024-00271,WO-2024-M12-00271,2024-01-26,Germany,Taiwan,TW2066366503,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,44245,2820.65,3041.88,9420
INV-EU-2024-00283,WO-2024-M12-00283,2024-01-26,France,Taiwan,TW2066906495,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,12775,814.44,878.32,4153
INV-EU-2024-00293,WO-2024-M12-00293,2024-01-26,Italy,Taiwan,TW2066258035,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,41768,2662.76,2871.6,18852
